year	neigh	inc1	inc2	inc3	inc4	inc5	inc6	inc7	inc8	inc9	inc10	inc11	inc12	inc13	inc14	inc15	inc16	inc17	inc18	inc19	inc20	inc21	inc22	inc23	inc24	inc25	inc26	inc27	inc28	inc29	inc30	inc31	inc32	inc33	inc34	inc35	inc36	inc37	inc38	inc39	inc40	inc41	inc42	inc43	inc44	inc45	inc46	inc47	inc48	inc49	inc50	inc51	inc52	inc53	inc54	inc55	inc56	inc57	inc58	inc59	inc60	inc61	inc62	inc63	inc64	inc65	inc66	inc67	inc68	inc69	inc70	inc71	inc72	inc73	inc74	inc75	inc76	inc77	inc78	inc79	inc80	inc81	inc82	inc83	inc84	inc85	inc86	inc87	inc88	inc89	inc90	inc91	inc92	inc93	inc94	inc95	inc96	inc97	inc98	inc99	inc100	inc101	inc102	inc103	inc104	inc105	inc106	inc107	inc108	inc109	inc110	inc111	inc112	inc113	inc114	inc115	inc116	inc117	inc118	inc119	inc120	inc121	inc122	inc123	inc124	inc125	inc126	inc127	inc128	inc129	inc130	inc131	inc132	inc133	inc134	inc135	inc136	inc137	inc138	inc139	inc140	inc141	inc142	inc143	inc144	inc145	inc146	inc147	inc148	inc149	inc150	inc151	inc152	inc153	inc154	inc155	inc156	inc157	inc158	inc159	inc160	inc161	inc162	inc163	inc164	inc165	inc166	inc167	inc168	inc169	inc170	inc171	inc172	inc173	inc174	inc175	inc176	inc177	inc178	inc179	inc180	inc181	inc182	inc183	inc184	inc185	inc186	inc187	inc188	inc189	inc190	inc191	inc192	inc193	inc194	inc195	inc196	inc197	inc198	inc199	inc200	inc201	inc202	inc203	inc204	inc205	inc206	inc207	inc208	inc209	inc210	inc211	inc212	inc213	inc214	inc215	inc216	inc217	inc218	inc219	inc220	inc221	inc222	inc223	inc224	inc225	inc226	inc227	inc228	inc229	inc230	inc231	inc232	inc233	inc234	inc235	inc236	inc237	inc238	inc239	inc240	inc241	inc242	inc243	inc244	inc245	inc246	inc247	inc248	inc249	inc250	inc251	inc252	inc253	inc254	inc255	inc256	inc257	inc258	inc259	inc260	inc261	inc262	inc263	inc264	inc265	inc266	inc267	inc268	inc269	inc270	inc271	inc272	inc273	inc274	inc275	inc276	inc277	inc278	inc279	inc280	inc281	inc282	inc283	inc284	inc285	inc286	inc287	inc288	inc289	inc290	inc291	inc292	inc293	inc294	inc295	inc296	inc297	inc298	inc299	inc300	inc301	inc302	inc303	inc304	inc305	inc306	inc307	inc308	inc309	inc310	inc311	inc312	inc313	inc314	inc315	inc316	inc317	inc318	inc319	inc320	inc321	inc322	inc323	inc324	inc325	inc326	inc327	inc328	inc329	inc330	inc331	inc332	inc333	inc334	inc335	inc336	inc337	inc338	inc339	inc340	inc341	inc342	inc343	inc344	inc345	inc346	inc347	inc348	inc349	inc350	inc351	inc352	inc353	inc354	inc355	inc356	inc357	inc358	inc359	inc360	inc361	inc362	inc363	inc364	inc365	inc366	inc367	inc368	inc369	inc370	inc371	inc372	inc373	inc374	inc375	inc376	inc377	inc378	inc379	inc380	inc381	inc382	inc383	inc384	inc385	inc386	inc387	inc388	inc389	inc390	inc391	inc392	inc393	inc394	inc395	inc396	inc397	inc398	inc399	inc400	inc401	inc402	inc403	inc404	inc405	inc406	inc407	inc408	inc409	inc410	inc411	inc412	inc413	inc414	inc415	inc416	inc417	inc418	inc419	inc420	inc421	inc422	inc423	inc424	inc425	inc426	inc427	inc428	inc429	inc430	inc431	inc432	inc433	inc434	inc435	inc436	inc437	inc438	inc439	inc440	inc441	inc442	inc443	inc444	inc445	inc446	inc447	inc448	inc449	inc450	inc451	inc452	inc453	inc454	inc455	inc456	inc457	inc458	inc459	inc460	inc461	inc462	inc463	inc464	inc465	inc466	inc467	inc468	inc469	inc470	inc471	inc472	inc473	inc474	inc475	inc476	inc477	inc478	inc479	inc480	inc481	inc482	inc483	inc484	inc485	inc486	inc487	inc488	inc489	inc490	inc491	inc492	inc493	inc494	inc495	inc496	inc497	inc498	inc499	inc500
2070	2	0.00411625	0.00963072	0.01540919	0.03524468	0.04761115	0.0628184	0.06873979	0.0784284	0.09235659	0.1158393	0.12706955	0.14877172	0.15964777	0.17018328	0.1906418	0.20978816	0.24328557	0.26229092	0.29568003	0.318906	0.32400667	0.32619232	0.32797402	0.32978592	0.33	0.33	0.33	0.33	0.33	0.3372019	0.35600208	0.36238784	0.36692395	0.37161084	0.37451295	0.37914976	0.38216819	0.38331696	0.38361709	0.3839614	0.38652409	0.388956	0.39305516	0.396701	0.3998053	0.40211272	0.40710623	0.43146528	0.46872266	0.486838	0.49573672	0.50347928	0.50656581	0.50924572	0.52317455	0.52742116	0.52984912	0.532278	0.53656282	0.5391806	0.54181651	0.5574653	0.58296633	0.6250674	0.68911495	0.74167974	0.90480715	0.98762312	1.08375182	1.1256245	1.13445784	1.13998872	1.14287369	1.14654552	1.14939375	1.14997928	1.25908574	1.31038212	1.68610268	1.8541428	1.96623377	2.1093048	2.1588642	2.21503968	2.29866315	2.33986592	2.39665682	2.43195676	2.49810217	2.5942359	2.61490589	2.69928116	2.77888624	2.83233066	2.92913485	3.23094492	3.73416038	4.12519554	6.62609186	13.894414	13	56	59	26	12	16	0	39	25	29	44	27	10	18	4	40	57	40	55	51	25	8	32	27	30	2	43	51	36	8	60	32	42	10	55	39	2	15	9	17	45	30	10	39	55	31	24	37	9	21	2	30	58	52	47	24	33	17	15	26	2	42	9	29	52	4	39	53	39	50	12	33	49	30	45	55	51	46	38	19	0	27	32	13	4	1	51	18	28	2	10	14	53	28	0	25	46	13	23	32	20	58	39	4	1	57	42	49	49	16	43	34	6	23	48	44	23	9	46	22	7	57	22	8	34	6	40	38	46	44	28	37	45	9	45	3	16	56	0	16	43	45	10	14	59	58	7	30	52	26	40	50	16	0	30	17	9	43	6	8	44	2	37	51	58	29	18	30	32	30	41	13	30	56	26	26	28	47	56	51	43	23	21	36	41	48	53	22	60	20	25	32	14	13	30	44	21	59	29	35	41	20	22	17	2	44	27	34	37	40	24	33	34	5	34	31	7	23	53	41	9	5	20	7	31	42	59	37	7	37	21	51	48	28	4	53	42	31	8	32	39	53	57	38	58	17	4	30	2	3	4	40	50	53	30	40	57	44	32	26	40	4	35	39	56	6	14	34	13	34	51	55	55	10	39	38	45	16	16	37	55	21	47	2	47	3	32	29	18	12	1	47	38	46	49	39	50	51	5	10	44	46	39	6	47	8	19	53	8	16	44	0	33	60	9	49	23	7	10	11	1	2	29	59	37	35	56	55	50	16	50	13	19	57	35	52	4	9	35	24	52	27	4	42	54	57	60	28	38	16	28	32	36	16	3	50	1	54	21	16	60	21	31	21	0	23	46	59	46	52	40	46	14	37	34	60	48	27	42	55	49	54	4	39	55	0	15	3	0	10	7	39	13	26	32	23	39	45	37	44
2070	4	0.00023271	0.00610656	0.011582	0.01748032	0.0246237	0.03807266	0.04327669	0.05794496	0.07842373	0.1053718	0.12380123	0.14777296	0.18306144	0.2336261	0.2523126	0.2872914	0.41065924	0.44380962	0.49166771	0.5195424	0.56187161	0.62923872	0.66907446	0.71026332	0.78050175	0.82084042	0.87474758	0.92045416	0.96565877	0.997455	1.08610676	1.11446832	1.17000167	1.2208535	1.27589715	1.3079818	1.39623646	1.42001062	1.43427855	1.4430268	1.47670827	1.50153364	1.514472	1.52857728	1.5355602	1.54864096	1.59325013	1.6572894	1.73047902	1.810569	1.85019057	1.926859	2.05270279	2.13733606	2.3220294	2.38079812	2.49107105	2.57037908	2.60908141	2.6712286	2.71937542	2.76153506	2.81465415	2.84609848	2.92679855	2.98373848	3.11220265	3.1336354	3.16246631	3.2026979	3.25046125	3.2680796	3.28650516	3.30470674	3.3161325	3.3484496	3.38297284	3.40966548	3.43997913	3.459773	3.46722674	3.63281626	3.84299094	4.1172894	4.2931349	4.32380666	4.41434867	4.62255448	6.47066249	12.9488201	19.70379335	21.6887502	27.80366951	32.91900472	36.7276747	40.01479508	41.5443745	48.00479338	51.82796843	54.577778	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999
2070	6	0.00076163	0.00259322	0.00676138	0.01178456	0.0229963	0.04095936	0.06863474	0.09093272	0.11561371	0.1500323	0.17817002	0.21726416	0.25384556	0.3047508	0.34526345	0.38400952	0.41582841	0.44678224	0.49905926	0.5445422	0.57970558	0.61688886	0.68521868	0.709751	0.7429195	0.7787775	0.79177095	0.8111296	0.85901571	0.8980289	0.95525269	1.0154048	1.07680367	1.13924516	1.21357255	1.29596456	1.39027184	1.4568197	1.53387461	1.5983698	1.64815232	1.69980678	1.78733276	1.8398666	1.8923273	1.9161318	1.9735587	2.01328152	2.05766232	2.0782915	2.1161038	2.14278344	2.16319079	2.17811552	2.22835285	2.28244488	2.34005522	2.45415644	2.53474337	2.5966956	2.65490687	2.69760756	2.75631728	2.8046814	2.8702137	2.9202473	2.96158166	2.98215012	2.99949187	3.0326142	3.06535906	3.12177152	3.15086108	3.20609518	3.26666075	3.32998528	3.38732599	3.43886734	3.45983608	3.4850276	3.53218114	3.6614291	3.74178983	3.78336772	3.83428705	3.85451654	3.90557632	4.01510528	4.12672142	4.3316113	4.5017161	4.73616592	4.98854561	5.2856938	5.6143646	6.51870784	8.40330715	13.45963126	21.64401964	42.083317	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999
2070	7	0.01435513	0.0293708	0.04630753	0.14072024	0.18127455	0.19181454	0.22162072	0.25359364	0.3056977	0.3556119	0.39342539	0.46454464	0.54593534	0.570356	0.62518115	0.69001968	0.73074979	0.8806816	0.90953142	0.94991	1.11869196	1.15882652	1.17029483	1.18680308	1.2462555	1.27031164	1.32016591	1.51993784	1.60968662	1.7376728	1.89339084	2.0711656	2.17337164	2.23189548	2.23922785	2.24727396	2.25721286	2.42753938	2.66418313	2.7583278	2.83322325	3.09268046	3.1697209	3.26331676	3.41304435	3.4441495	3.52937188	3.63481548	3.68293571	3.707479	3.73469158	3.81155276	3.92055678	3.95356662	3.9663801	3.99598124	4.0017338	4.00781706	4.02661537	4.0285052	4.03637694	4.0439368	4.04967617	4.07645332	4.07805955	4.08082194	4.10989608	4.1185458	4.12080888	4.1237599	4.13124697	4.13292684	4.13568275	4.13698588	4.13937425	4.14461904	4.15491509	4.16291744	4.16447774	4.166155	4.16732053	4.18058738	4.1836612	4.19027376	4.3148939	4.44584228	4.85083848	5.83388284	7.45742649	11.8370278	15.4826746	16.68617544	16.87481906	18.39867646	18.79354845	21.35021756	22.43805411	22.9475811	33.56559534	47.790001	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999
2070	8	0.00286336	0.01178536	0.02546356	0.050693	0.0891972	0.12640456	0.17097488	0.22704364	0.29062768	0.347532	0.44638796	0.54008532	0.6172584	0.72816932	0.8287492	0.93353228	1.04150052	1.15313384	1.25409836	1.4054718	1.49217032	1.56302816	1.64996152	1.75154356	1.855805	1.95675532	2.05956664	2.16618608	2.22566228	2.294366	2.3497356	2.39114828	2.45908552	2.52651364	2.6268552	2.70497892	2.75488476	2.80657156	2.87058352	2.9135616	2.93792656	2.95734548	2.977284	2.99795076	3.0317354	3.04948832	3.0867472	3.13165304	3.1748776	3.208844	3.26239408	3.29367372	3.32593704	3.3599112	3.382003	3.40566084	3.4202366	3.45317404	3.4691624	3.4812042	3.49241744	3.50712032	3.52054108	3.54062028	3.5852668	3.6431874	3.68833732	3.71306932	3.7486194	3.7865296	3.81137044	3.84474112	3.86006068	3.8823462	3.896542	3.90569996	3.93043116	3.9578914	4.0411012	4.1299882	4.20548384	4.2470276	4.26545648	4.2885306	4.4285168	4.4984342	4.54177548	4.5859096	4.61467748	4.7314264	4.8630402	4.91121972	4.95722412	5.0387784	5.090606	5.2227738	5.2826414	5.34210132	10.09298868	53.752815	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999
2070	14	0.00175015	0.0096171	0.0206893	0.035602	0.0567985	0.0670549	0.1075273	0.1467912	0.1874133	0.2245655	0.2374241	0.2696112	0.30317385	0.3369466	0.39489425	0.4389132	0.4709102	0.5203878	0.6034426	0.656657	0.73097965	0.7646083	0.7928123	0.8608158	0.94843175	1.0017646	1.0632066	1.162547	1.20809085	1.254524	1.31124715	1.3444058	1.3866156	1.4457868	1.53221525	1.6164744	1.6641555	1.7130158	1.7499218	1.793138	1.828998	1.8768834	1.89197765	1.9038198	1.9272095	1.9445564	1.9660578	1.9747354	1.9979124	2.008645	2.01603265	2.0218496	2.02713825	2.0389161	2.04774425	2.058232	2.0639169	2.0896003	2.11180755	2.167681	2.1848182	2.2262914	2.241123	2.2921884	2.326406	2.3669646	2.37747375	2.4006244	2.42762625	2.4337275	2.4396125	2.449936	2.49822485	2.5721195	2.67431375	2.751116	2.86336225	2.9227601	3.01603085	3.043005	3.10385255	3.1648158	3.2468967	3.287513	3.32355125	3.3313735	3.41067235	3.5351632	3.60464835	3.68413	3.7179709	3.798789	3.87747345	3.9636504	4.0361685	4.1750118	7.42130625	34.9320672	45.9043643	51.784031	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999
